q_id,web_list
5348,"[1046,914,347,918,355]"
5349,"[1025,165,1028,113,125]"
5350,"[1290,281,271,1205,398]"
5351,"[206,955,969,970,972]"
5352,"[1030,956,255,990,362]"
5353,"[927,1193,1909,1034,1025]"
5354,"[455,1129,1041,1641,1113]"
5355,"[1917,1043,1091,1001,1018]"
5356,"[618,1915,868,1087,290]"
5357,"[1148,1058,1733,344,455]"
5358,"[1274,18,1017,113,1741]"
5359,[]
5360,"[1697,1926,788,108,1696]"
5361,"[1676,455,114,113,116]"
5362,"[116,28,29,1694,1639]"
5363,"[688,677,858,324,1756]"
5364,[]
5365,[1270]
5366,"[349,834,1932,891,1917]"
5367,"[1900,394,1133,868,707]"
5368,"[788,1894,619,1700,786]"
5369,[]
5370,"[1608,1157,1607,1896,1517]"
5371,"[290,1863,1935,1936,1526]"
5372,"[868,1748,1133,1066,349]"
5373,"[1765,1777,510,617,1874]"
5374,"[1491,1555,1761,1760,124]"
5375,"[453,495,78,89,1561]"
5376,"[612,677,1248,1239,1619]"
5377,"[1676,618,868,1748,455]"
5378,"[1900,891,1516,858,1134]"
5379,"[677,376,306,1651,1607]"
5380,"[1733,677,412,128,125]"
5381,"[1900,1781,1782,1799,1801]"
5382,"[114,1618,618,1676,412]"
5383,"[1676,455,412,116,113]"
5384,"[114,412,1639,1676,1248]"
5385,"[1516,857,1603,400,1898]"
5386,"[1655,1491,46,1050,96]"
5387,"[1754,1761,1760,1756,524]"
5388,"[409,1808,1300,102,1555]"
5389,"[510,114,885,409,1500]"
5390,"[1676,618,868,1675,455]"
5391,"[858,891,1115,1721,1104]"
5392,"[1249,886,1417,368,1869]"
5393,"[677,455,1676,1192,618]"
5394,"[891,1619,125,618,926]"
5395,"[1894,89,101,1915,1672]"
5396,"[660,190,159,163,166]"
5397,"[1733,412,455,125,411]"
5398,"[412,1733,411,455,446]"
5399,"[618,1001,109,671,1748]"
5400,"[852,1723,777,891,1101]"
5401,"[478,455,126,1052,1065]"
5402,[]
5403,"[1571,870,168,1797]"
5404,"[113,112,890,1070,291]"
5405,"[1193,89,1909,1025,921]"
5406,"[458,1764,466,793,291]"
5407,"[1586,890,1556,1925,1699]"
5408,"[1044,290,420,927,1915]"
5409,"[1676,890,1248,29,1675]"
5410,"[113,1627,371,1064,870]"
5411,"[1041,1574,602,1315,1770]"
5412,"[921,1025,1520,165,1586]"
5413,"[890,112,29,1044,1676]"
5414,"[1588,378,1132,1529,1199]"
5415,"[1676,113,1248,29,1675]"
5416,"[255,860,682,1767,359]"
5417,"[276,454,149,1205,991]"
5418,"[1927,1071,1251,1577,331]"
5419,"[1676,1675,113,1248,29]"
5420,"[1071,1044,1537,335,291]"
5421,"[1696,1926,1279,1193,605]"
5422,"[890,618,112,1676,412]"
5423,"[1676,29,116,1618,1248]"
5424,"[1762,1758,1612,1926,1898]"
5425,"[1072,890,112,1626,1907]"
5426,"[406,407,889,722,1065]"
5427,"[1032,1807,640,1795,1073]"
5428,"[1909,930,752,933,936]"
5429,"[1749,1672,1894,923,922]"
5430,"[290,722,481,1277,419]"
5431,"[1618,612,1676,116,1907]"
5432,"[868,1748,618,1690,412]"
5433,"[1250,1615,1548,1586,1523]"
5434,"[619,89,1935,1863,868]"
5435,"[89,1548,1401,1890,166]"
5436,"[1733,1290,406,407,412]"
5437,"[1250,1676,1133,1040,688]"
5438,"[1733,89,412,455,411]"
5439,"[1131,1122,1034,281,1064]"
5440,"[874,1936,398,1935,290]"
5441,"[619,1166,868,98,1748]"
5442,"[1904,1267,622,1532,686]"
5443,"[1713,1250,1071,919,868]"
5444,"[455,101,372,368,1029]"
5445,"[1034,159,163,166,168]"
5446,"[1733,1723,412,1612,411]"
5447,"[868,843,1764,1748,1713]"
5448,"[1131,1700,1019,1748,96]"
5449,"[382,1750,89,101,603]"
5450,"[89,618,1676,796,868]"
5451,"[1733,412,455,411,128]"
5452,"[1733,89,1610,868,412]"
5453,"[1890,819,470,620,1548]"
5454,"[398,1290,470,620,1890]"
5455,"[679,651,1087,682,89]"
5456,"[919,1713,1290,289,1041]"
5457,"[1616,1745,1907,619,1065]"
5458,"[398,412,1197,1617,116]"
5459,"[1713,868,1748,1041,919]"
5460,"[927,455,98,116,290]"
5461,"[398,1299,1066,1032,1034]"
5462,"[1066,1250,1032,688,1534]"
5463,"[687,688,406,407,842]"
5464,"[1742,618,289,1034,113]"
5465,"[1924,478,1527,1160,1041]"
5466,"[1250,1615,1548,1586,1523]"
5467,"[7,1641,618,1290,412]"
5468,"[688,1027,113,1122,326]"
5469,"[1676,29,116,1248,412]"
5470,"[289,496,1675,902,1424]"
5471,"[1191,1032,289,1907,1067]"
5472,"[862,455,1157,368,1618]"
5473,"[289,819,1068,1921,166]"
5474,"[455,114,1054,1639,1921]"
5475,"[116,289,819,1424,1746]"
5476,"[1067,379,1768,1618,1113]"
5477,"[116,135,1721,1067,379]"
5478,"[289,1032,819,1890,1907]"
5479,"[455,379,289,1032,1424]"
5480,"[1618,1775,1769,1768,106]"
5481,"[114,1907,1192,1639,455]"
5482,"[1066,759,1424,289,1536]"
5483,"[353,1068,1649,1029,1869]"
5484,"[1191,1067,1768,1907,1775]"
5485,"[98,1746,819,96,97]"
5486,"[1191,1726,390,846,1534]"
5487,"[922,289,819,98,1531]"
5488,"[1921,289,752,819,1068]"
5489,"[101,258,1915,1562,1894]"
5490,"[1191,1032,289,96,97]"
5491,"[412,1733,692,1726,846]"
5492,"[289,819,339,102,1032]"
5493,"[289,819,1068,1921,1032]"
5494,"[1907,289,819,379,1067]"
5495,"[116,618,455,412,411]"
5496,"[289,819,1890,1191,1068]"
5497,"[1618,819,89,106,1160]"
5498,"[1191,289,1032,116,102]"
5499,"[692,693,1113,1726,846]"
5500,"[116,1032,289,819,1890]"
5501,"[1191,289,819,1890,1068]"
5502,"[116,113,1676,455,114]"
5503,"[289,339,1531,1713,96]"
5504,"[1191,1424,289,1032,1697]"
5505,[]
5506,"[1424,289,1032,102,1907]"
5507,"[289,1746,1113,1068,1191]"
5508,[]
5509,"[689,1639,703,110,1736]"
5510,"[106,1618,1775,1769,1913]"
5511,"[289,819,1890,922,1191]"
5512,[]
5513,"[1067,1768,1775,1769,1889]"
5514,"[1344,1083,1157,365,296]"
5515,"[677,376,1272,377,735]"
5516,"[1690,398,494,874,1700]"
5517,"[477,1131,1608,1272,1607]"
5518,"[332,1040,1096,7,1001]"
5519,"[1299,1821,1800,1822,1780]"
5520,"[891,858,1060,477,1131]"
5521,"[384,1019,1155,1064,278]"
5522,"[1733,412,455,618,446]"
5523,"[477,1131,1608,1272,1607]"
5524,"[455,290,1929,618,1935]"
5525,"[322,1748,868,1019,618]"
5526,"[1775,1769,1768,1040,340]"
5527,"[329,1608,1157,1607,1202]"
5528,"[1748,868,1700,1131,618]"
5529,"[1157,1608,1607,1517,98]"
5530,"[1290,1057,367,398,1073]"
5531,"[1733,455,412,300,290]"
5532,"[1581,195,467,147,34]"
5533,"[618,412,1750,1676,612]"
5534,"[1250,425,933,446,1251]"
5535,"[1828,1833,1837,42,290]"
5536,"[603,1915,374,220,347]"
5537,"[1314,410,1202,441,212]"
5538,"[1086,1689,1700,1131,1690]"
5539,"[806,329,1615,1586,402]"
5540,"[1131,1700,1019,96,97]"
5541,"[70,18,477,1131,1733]"
5542,"[1608,1157,1607,1896,1034]"
5543,"[1042,455,612,412,1239]"
5544,"[816,1087,1022,1146,368]"
5545,"[477,505,1858,1867,1859]"
5546,"[18,477,1904,1587,401]"
5547,"[796,619,1073,1771,1894]"
5548,"[477,1019,1131,1700,475]"
5549,"[1084,1603,481,618,496]"
5550,"[677,376,377]"
5551,"[1148,1058,1651,632,332]"
5552,"[1170,1251,1239,1838,1839]"
5553,"[677,376,1042,377,340]"
5554,"[1324,1493,1464,858,1227]"
5555,"[618,116,868,1748,1639]"
5556,"[789,398,1148,1142,1861]"
5557,"[1163,1104,603,1697,918]"
5558,"[922,1907,89,1926,1762]"
5559,"[65,63,89,425,64]"
5560,"[1909,1193,1752,1326,1340]"
5561,"[1762,1043,1927,1758,1612]"
5562,"[1025,89,165,409,113]"
5563,"[1248,113,1676,29,412]"
5564,"[1618,1775,1769,1768,106]"
5565,"[433,1051,618,1905,1627]"
5566,"[1574,922,1041,89,785]"
5567,"[1025,1193,165,1064,1034]"
5568,"[1085,396,1076,868,1748]"
5569,"[1025,1886,89,1627,1588]"
5570,"[872,1907,368,1204,89]"
5571,"[1907,1066,1041,1071,106]"
5572,"[927,332,333,114,604]"
5573,"[89,113,1025,409,1526]"
5574,"[1909,1618,1193,1752,1326]"
5575,"[1733,89,1885,1907,1892]"
5576,"[89,1071,1612,1091,1033]"
5577,"[1588,1674,1906,361,927]"
5578,"[1025,113,89,409,1627]"
5579,"[1602,42,334,1526,922]"
5580,"[1884,1926,1612,1762,455]"
5581,"[455,89,1907,1193,1239]"
5582,"[1907,89,1915,862,1066]"
5583,"[1762,1758,1612,1926,1898]"
5584,"[1909,886,1733,444,1618]"
5585,"[618,113,1248,868,1676]"
5586,"[927,1193,1025,1034,1028]"
5587,"[472,1762,1758,1612,1926]"
5588,"[1780,1050,527,1897,1922]"
5589,"[409,89,1927,1193,68]"
5590,"[1050,1907,1916,1910,1587]"
5591,"[1676,29,927,1248,113]"
5592,"[935,272,1270,1035,89]"
5593,"[1050,1897,1922,89,1025]"
5594,"[455,618,868,113,116]"
5595,"[1733,1574,785,1041,602]"
5596,"[1612,1574,1907,1065,873]"
5597,"[89,1033,247,1193,1612]"
5598,"[1699,1898,1646,49,88]"
5599,"[412,89,411,1907,922]"
5600,"[89,1907,1897,1922,922]"
5601,"[24,32,899,21,23]"
5602,"[572,1391,291,1675,1070]"
5603,"[48,1713,1071,1746,1070]"
5604,"[1807,1071,1795,103,1618]"
5605,"[1906,1160,1928,1178,1916]"
5606,"[677,7,992,618,1861]"
5607,"[1910,1733,43,106,1899]"
5608,"[612,322,994,421,1618]"
5609,"[603,1746,124,787,1131]"
5610,"[1627,1905,113,1527,1251]"
5611,"[1071,1713,1070,1627,335]"
5612,"[341,1073,1070,1066,335]"
5613,"[1070,1614,335,291,289]"
5614,"[1204,1627,1020,862,1892]"
5615,"[688,1251,291,1068,126]"
5616,"[48,1070,289,1713,1746]"
5617,"[335,1057,27,1058,1141]"
5618,"[1191,390,1726,846,692]"
5619,"[1697,333,1160,1696,1693]"
5620,"[868,1748,1656,1193,1160]"
5621,"[1733,1639,510,603,1610]"
5622,"[1353,1065,89,1026,1071]"
5623,"[612,1239,1025,113,125]"
5624,"[1071,1627,409,862,1905]"
5625,"[990,787,1224,100,1070]"
5626,"[1070,335,291,1701,1160]"
5627,"[447,1579,1098,377,1618]"
5628,"[461,1733,1155,773,959]"
5629,"[1020,1204,1001,1091,283]"
5630,[]
5631,"[1070,335,291,1701,1160]"
5632,"[892,1910,1070,1071,1160]"
5633,"[892,583,291,1070,335]"
5634,"[1070,335,291,1701,1160]"
5635,"[677,1697,1919,376,1391]"
5636,"[1041,1030,1272,1368,687]"
5637,"[602,819,339,1071,1155]"
5638,"[1109,909,1041,139,804]"
5639,"[325,341,1149,1070,1073]"
5640,"[412,411,455,1676,128]"
5641,"[688,1251,1645,1272,1716]"
5642,"[618,412,1676,612,1248]"
5643,"[460,1306,462,1898,49]"
5644,"[1588,1529,1909,1906,1191]"
5645,"[1869,1694,1201,1546,830]"
5646,"[96,97,455,1036,98]"
5647,"[113,612,1025,1248,1676]"
5648,"[113,510,1697,1677,868]"
5649,"[1627,1014,1907,1905,89]"
5650,"[886,901,642,447,1272]"
5651,"[1676,116,29,890,113]"
5652,"[614,1750,406,113,407]"
5653,"[1612,1574,677,1907,873]"
5654,"[1276,1901,454,1612,89]"
5655,"[1612,190,89,1901,1224]"
5656,"[1869,1915,1814,1813,28]"
5657,"[1895,1935,927,1863,290]"
5658,"[1050,1780,1603,911,1011]"
5659,"[1202,410,1762,1263,1758]"
5660,"[89,1612,190,1251,1901]"
5661,"[1263,1020,1641,1202,410]"
5662,"[1202,410,1263,1641,1749]"
5663,"[1263,1641,1202,1050,89]"
5664,"[1574,1263,1034,1041,785]"
5665,"[927,933,930,1052,171]"
5666,"[1128,1133,328,1588,370]"
5667,"[1078,1196,341,397,1077]"
5668,"[612,114,1676,113,618]"
5669,"[412,618,116,868,411]"
5670,"[398,918,1290,1654,190]"
5671,"[101,1907,1616,1745,1671]"
5672,"[113,1676,412,116,455]"
5673,"[1733,394,365,446,1244]"
5674,"[89,1076,1901,116,113]"
5675,"[309,341,1735,64,735]"
5676,"[106,89,1762,1907,1926]"
5677,"[1733,412,411,455,1680]"
5678,"[279,1054,1030,317,329]"
5679,"[793,1313,1700,1746,98]"
5680,"[1742,1564,1489,1554,1542]"
5681,"[1927,1087,1070,269,1162]"
5682,"[1697,420,612,1549,126]"
5683,[]
5684,"[1088,1022,1615,1064,1586]"
5685,"[862,1603,1639,487,1117]"
5686,"[793,1313,1700,1541,1746]"
5687,[]
5688,"[1276,682,432,223,1655]"
5689,"[583,715,342,1713,1145]"
5690,"[102,1746,409,98,96]"
5691,[]
5692,"[1028,1119,631,899,1889]"
5693,[]
5694,"[1603,862,322,102,96]"
5695,"[1118,102,1746,98,124]"
5696,[]
5697,"[724,730,731,738,728]"
5698,"[1742,1541,1564,1489,1554]"
5699,[]
5700,"[1742,1564,1489,1554,1542]"
5701,"[398,1177,789,55,364]"
5702,[]
5703,"[618,1676,412,612,116]"
5704,"[1290,398,89,90,1863]"
5705,[]
5706,[]
5707,"[290,618,868,116,1748]"
5708,"[1700,1232,87,1315,79]"
5709,"[126,420,371,1700,1196]"
5710,"[677,376,171,377]"
5711,"[990,261,1842,1843,230]"
5712,[]
5713,"[862,1603,126,1117,420]"
5714,[]
5715,"[62,817,89,1605,848]"
5716,[]
5717,[]
5718,[]
5719,"[1742,862,1534,1603,1553]"
5720,"[1188,889,999,368,400]"
5721,"[1742,1564,1489,1554,1542]"
5722,"[1909,421,1193,1700,921]"
5723,"[1675,1070,28,1699,922]"
5724,"[612,114,1121,1117,618]"
5725,"[116,1639,618,470,620]"
5726,"[1676,29,116,113,1248]"
5727,"[290,1586,1923,921,472]"
5728,"[687,1035,1041,1036,1034]"
5729,"[1193,1026,1034,1202,410]"
5730,"[1193,1909,921,1586,1029]"
5731,"[1041,159,937,1025,1034]"
5732,"[1909,921,1193,1618,922]"
5733,"[412,1672,1676,618,411]"
5734,"[1193,1909,1042,886,1026]"
5735,"[926,1675,1041,1248,1034]"
5736,"[1040,1034,1193,1026,1041]"
5737,"[304,1123,1019,1040,524]"
5738,"[1042,886,1193,1909,1037]"
5739,"[1885,1196,1191,890,402]"
5740,"[1193,1034,1040,1909,1026]"
5741,"[612,1173,113,353,1676]"
5742,"[618,114,612,265,116]"
5743,"[409,1672,618,921,1202]"
5744,"[1586,875,1040,1909,921]"
5745,"[485,1795,1040,1130,628]"
5746,"[687,1035,1672,171,1733]"
5747,"[921,1193,1586,1909,1029]"
5748,"[868,1748,1193,1040,1034]"
5749,"[1193,1034,1909,1040,1026]"
5750,"[628,334,1030,1073,1619]"
5751,"[1154,1869,1915,1343,304]"
5752,"[108,1721,990,212,138]"
5753,"[1026,868,618,116,1193]"
5754,"[1041,1070,1675,1616,1745]"
5755,"[1909,677,1618,1586,1025]"
5756,"[1193,1909,609,1034,1040]"
5757,"[114,612,1121,618,116]"
5758,"[1618,1907,114,289,618]"
5759,"[1149,1029,1017,1030,1930]"
5760,"[1026,1742,470,620,1672]"
5761,"[1732,501,1105,374,1083]"
5762,"[1026,362,1018,350,1651]"
5763,"[55,1293,1131,290,1863]"
5764,"[1026,1042,1014,1590,1008]"
5765,"[1094,1649,1042,1026,165]"
5766,"[1042,1026,1915,1676,159]"
5767,"[677,1026,1018,724,362]"
5768,"[1042,1049,159,937,1037]"
5769,"[1696,421,1697,1647,412]"
5770,"[1676,29,116,113,1248]"
5771,"[1042,886,1037,1026,1014]"
5772,"[1193,612,455,1239,412]"
5773,"[1148,1058,1026,455,1651]"
5774,"[297,1053,258,1079,303]"
5775,"[1731,378,724,903,1026]"
5776,"[1676,612,1675,116,1248]"
5777,"[853,350,1026,395,362]"
5778,"[1042,886,1037,1029,1909]"
5779,"[1026,365,1566,1651,1133]"
5780,"[1054,1649,994,1666,1149]"
5781,"[1666,1649,1042,738,1930]"
5782,"[1030,1590,1049,286,1026]"
5783,"[1733,402,446,1750,412]"
5784,"[1046,1915,978,384,1037]"
5785,"[1014,258,359,862,1697]"
5786,"[412,1692,612,1676,411]"
5787,"[1052,1574,1041,352,1909]"
5788,"[1649,327,1666,455,1917]"
5789,"[1748,868,677,618,116]"
5790,"[1926,1935,89,922,1592]"
5791,"[1026,1651,350,1018,362]"
5792,"[1297,1018,1038,197,1680]"
5793,"[455,114,116,1673,1677]"
5794,"[1042,804,868,1748,136]"
5795,"[618,1676,412,116,868]"
5796,"[1042,1041,1676,804,618]"
5797,"[618,116,412,1639,1733]"
5798,"[108,212,136,141,1721]"
5799,"[419,761,344,258,1918]"
5800,"[1050,910,78,359,382]"
5801,"[583,1786,1792,1793,584]"
5802,"[1207,1038,1154,1680,1933]"
5803,"[1721,1592,51,921,1590]"
5804,"[618,1193,116,1026,1748]"
5805,"[1694,116,618,24,1638]"
5806,"[114,116,455,612,113]"
5807,"[116,1694,868,618,19]"
5808,"[1694,116,618,24,1638]"
5809,"[373,1630,15,927,1043]"
5810,"[1659,48,1271,1030,388]"
5811,"[1042,780,1915,687,1197]"
5812,"[1675,1699,28,1193,1019]"
5813,"[1014,660,815,1053,1916]"
5814,"[1680,1038,1154,197,780]"
5815,"[1863,1549,420,1827,1566]"
5816,"[1666,1649,935,165,738]"
5817,"[583,584,581,554,569]"
5818,"[1042,886,1676,990,412]"
5819,"[373,1187,344,317,1066]"
5820,"[455,212,899,139,113]"
5821,"[113,1026,116,1676,29]"
5822,"[1639,605,1656,603,1640]"
5823,"[1344,1204,1095,1077,1020]"
5824,"[1027,1344,1130,605,1037]"
5825,"[1060,1930,952,1017,1011]"
5826,"[1590,704,1014,675,1140]"
5827,"[1676,455,113,114,116]"
5828,"[1239,116,1676,29,612]"
5829,"[1721,1592,51,921,1590]"
5830,"[1042,108,1721,138,954]"
5831,"[1154,1038,1680,197,1018]"
5832,"[1680,1154,1038,1207,197]"
5833,"[885,921,163,1054,1915]"
5834,"[1042,886,1193,1909,1055]"
5835,"[108,1192,1028,1721,1610]"
5836,"[455,1290,1733,89,412]"
5837,"[18,1030,1344,1904,1620]"
5838,"[1909,1193,1618,1752,1037]"
5839,"[1936,1008,1066,353,284]"
5840,"[601,505,405,1632,1473]"
5841,"[94,1733,1045,89,1277]"
5842,"[219,1297,618,7,611]"
5843,"[1344,1249,900,409,1618]"
5844,"[1193,1909,927,922,1598]"
5845,"[1193,1906,1927,1030,1928]"
5846,"[1909,1193,1618,1752,921]"
5847,"[1765,1777,1457,1766,501]"
5848,"[1909,1193,1029,1326,1752]"
5849,"[796,365,1043,1053,1566]"
5850,"[1027,832,341,1344,481]"
5851,"[1733,1618,1752,1909,1193]"
5852,"[116,128,1178,1148,1588]"
5853,"[1618,113,1936,1885,1295]"
5854,"[501,1765,1777,1773,1250]"
5855,"[1915,677,885,1049,1054]"
5856,"[1066,128,455,1916,1091]"
5857,"[1014,1936,1277,1295,1008]"
5858,"[412,1676,455,612,411]"
5859,"[116,455,618,408,1694]"
5860,"[1909,1193,1618,1752,1326]"
5861,"[1042,1863,1909,1049,886]"
5862,"[1676,1675,1588,660,29]"
5863,"[1733,1157,1936,1277,1773]"
5864,"[1042,1254,1909,128,886]"
5865,"[612,1248,1676,125,1239]"
5866,"[1936,1906,1295,1928,1916]"
5867,"[1042,1037,886,901,1916]"
5868,"[1676,116,29,1675,1248]"
5869,"[1909,1193,1752,1037,1618]"
5870,"[1193,1025,1927,43,1028]"
5871,"[1299,1858,1867,1859,1862]"
5872,"[1125,1026,438,926,1044]"
5873,"[677,618,868,1748,1046]"
5874,"[94,1759,1764,1909,89]"
5875,"[94,1759,1764,1909,1029]"
5876,"[365,618,1906,1053,412]"
5877,"[1928,1936,1676,1277,1014]"
5878,"[1034,1936,1041,1030,1295]"
5879,"[1733,1295,412,18,1936]"
5880,"[1638,1694,441,116,772]"
5881,"[28,618,972,150,1613]"
5882,"[1685,1926,1629,1617,1539]"
5883,"[1060,136,286,736,1205]"
5884,"[113,1676,618,868,455]"
5885,"[1041,862,1193,1025,812]"
5886,"[1733,1034,919,165,1041]"
5887,"[1733,412,455,411,128]"
5888,"[1896,974,207,1651,729]"
5889,"[1042,886,1037,1193,1680]"
5890,"[1193,862,1028,444,1025]"
5891,"[1588,1906,1529,1748,1047]"
5892,"[164,165,167,174,175]"
5893,"[974,207,729,732,1651]"
5894,"[416,150,671,1062,1930]"
5895,"[1733,412,618,444,411]"
5896,"[1676,1675,927,113,890]"
5897,"[322,1697,1008,1136,1649]"
5898,"[1733,412,128,408,455]"
5899,"[1909,921,1618,421,1193]"
5900,"[927,1193,1034,1029,1672]"
5901,"[1733,412,411,1639,408]"
5902,"[1627,1587,1905,409,927]"
5903,[]
5904,"[412,1676,618,113,128]"
5905,"[406,407,419,722,1548]"
5906,"[730,271,1205,1715,136]"
5907,"[618,1676,455,114,113]"
5908,"[1733,408,412,320,411]"
5909,"[441,772,1638,1692,198]"
5910,"[1193,1025,1034,927,165]"
5911,"[927,935,1035,1044,322]"
5912,"[1248,340,213,1675,997]"
5913,"[374,340,1153,1649,730]"
5914,"[1193,1638,116,28,927]"
5915,"[1193,886,1042,419,1037]"
5916,"[1733,1042,886,1909,1193]"
5917,"[974,207,729,732,1651]"
5918,"[1733,412,541,125,1035]"
5919,"[1025,1193,1041,1029,1909]"
5920,"[927,1193,1034,1025,1029]"
5921,"[153,918,914,1049,971]"
5922,"[1921,618,1064,1654,709]"
5923,"[274,1016,911,730,66]"
5924,"[1885,96,97,1030,1588]"
5925,"[1591,901,1017,1042,1045]"
5926,"[921,1591,1042,1017,1045]"
5927,"[618,116,1148,1694,868]"
5928,"[618,1639,1694,1050,1907]"
5929,"[34,539,1746,1052,1041]"
5930,"[583,584,581,554,569]"
5931,"[1042,1017,1045,1591,1592]"
5932,"[1042,1030,340,1017,1045]"
5933,"[927,1042,1017,1045,1626]"
5934,"[618,1694,603,1639,116]"
5935,"[114,411,412,470,620]"
5936,"[903,285,438,370,255]"
5937,"[1742,1001,1521,1362,569]"
5938,"[687,1263,1749,1713,1619]"
5939,"[1592,1591,1042,1017,1045]"
5940,"[1022,1733,412,539,910]"
5941,"[473,668,1024,978,285]"
5942,"[1043,1932,1052,787,1034]"
5943,"[1915,885,194,470,620]"
5944,"[1042,1915,1037,1193,1909]"
5945,"[1042,1193,886,1037,1909]"
5946,"[1909,1193,1029,1752,921]"
5947,"[618,7,19,39,116]"
5948,"[990,956,1043,935,270]"
5949,"[470,620,206,921,675]"
5950,"[618,1639,1694,603,19]"
5951,"[886,1042,1680,349,1193]"
5952,"[868,1748,618,603,1639]"
5953,"[618,412,1690,868,1001]"
5954,"[1017,1042,1045,921,1591]"
5955,"[1676,29,116,1248,1915]"
5956,"[116,1694,618,868,1748]"
5957,"[1606,628,470,620,1029]"
5958,"[412,618,411,116,113]"
5959,"[114,116,455,1676,612]"
5960,"[89,375,125,136,137]"
5961,"[1602,1066,1030,1139,921]"
5962,"[668,1027,1031,1234,1733]"
5963,"[116,618,868,125,1748]"
5964,"[1037,1915,832,455,408]"
5965,"[688,692,470,620,324]"
5966,"[1608,983,981,985,987]"
5967,"[412,114,612,411,116]"
5968,"[55,1008,812,1929,1038]"
5969,"[618,583,412,584,581]"
5970,"[1929,1592,55,618,1148]"
5971,"[1488,979,271,270,721]"
5972,"[612,455,98,1202,410]"
5973,"[55,1929,812,1592,1008]"
5974,"[796,1043,936,919,1721]"
5975,"[1043,1060,1620,519,544]"
5976,"[427,55,1608,159,937]"
5977,"[612,1676,414,1248,113]"
5978,"[55,1929,812,1008,1592]"
5979,"[55,812,1008,998,1646]"
5980,"[1592,886,1590,1721,1608]"
5981,"[543,990,261,1842,1843]"
5982,"[55,1043,812,1608,1607]"
5983,"[1042,886,1193,1037,1909]"
5984,"[55,1929,812,842,66]"
5985,"[1053,912,990,858,86]"
5986,"[1043,1620,1060,936,1520]"
5987,"[1733,261,1588,886,1105]"
5988,"[1733,412,1641,455,1698]"
5989,"[875,787,993,1590,1033]"
5990,"[1202,410,1109,427,55]"
5991,"[1676,1192,116,113,612]"
5992,"[55,1929,812,1038,1008]"
5993,"[1620,34,55,1043,1121]"
5994,"[276,1001,1929,7,305]"
5995,"[55,1929,812,1008,1592]"
5996,"[351,1686,230,1248,222]"
5997,"[1042,886,1193,1909,55]"
5998,"[55,1929,812,1592,1008]"
5999,"[1012,1685,1658,785,1021]"
6000,"[55,357,1929,812,1048]"
6001,"[618,868,116,1748,412]"
6002,"[858,86,334,891,339]"
6003,"[1608,1157,1607,1896,1517]"
6004,"[1026,55,1154,1042,1043]"
6005,"[55,1929,812,696,1590]"
6006,"[55,583,584,1038,1592]"
6007,"[55,812,334,1929,1008]"
6008,"[612,412,618,1896,692]"
6009,"[1042,1049,1222,258,1218]"
6010,"[1401,1358,812,55,453]"
6011,"[55,1929,812,1592,1239]"
6012,"[340,162,919,165,911]"
6013,"[868,1748,261,1694,245]"
6014,"[886,1042,1193,1909,1037]"
6015,"[412,618,1676,612,1248]"
6016,"[1055,1733,408,1061,886]"
6017,"[886,971,1049,259,255]"
6018,"[1055,259,1254,250,1681]"
6019,"[1842,1843,1828,1833,1837]"
6020,"[1694,1055,116,29,1193]"
6021,"[1042,1193,886,1809,1049]"
6022,"[1815,1816,1817,1818,1813]"
6023,"[162,1053,224,74,1055]"
6024,"[1909,1193,1752,1326,1340]"
6025,"[886,259,971,224,1055]"
6026,"[261,218,265,1632,224]"
6027,"[1049,259,350,982,213]"
6028,"[282,66,812,895,222]"
6029,"[1042,886,1193,116,1026]"
6030,"[1674,1171,1874,340,222]"
6031,"[1052,1055,255,1699,222]"
6032,"[1042,886,1193,1909,537]"
6033,"[1049,1055,1035,1027,1096]"
6034,"[1042,886,1193,1037,1026]"
6035,"[1055,1052,1697,259,980]"
6036,"[1053,1047,820,523,1919]"
6037,"[1909,1049,1193,1752,1326]"
6038,"[261,218,233,234,235]"
6039,"[1694,116,302,1042,1055]"
6040,"[1742,1549,1551,271,1205]"
6041,"[1254,259,1055,1299,886]"
6042,"[1030,1620,166,1055,1029]"
6043,"[1303,1250,1091,783,1106]"
6044,"[1694,116,868,618,1748]"
6045,"[1338,943,914,306,1046]"
6046,"[868,1748,261,1694,1632]"
6047,"[1694,116,162,618,1639]"
6048,"[1042,886,1809,1193,1049]"
6049,"[211,982,213,259,981]"
6050,"[211,1055,1052,259,982]"
6051,"[224,259,1049,350,1153]"
6052,"[1053,162,1051,1694,116]"
6053,"[668,1300,452,1053,340]"
6054,"[886,1042,677,1193,1909]"
6055,"[1121,1754,1302,1605,1039]"
6056,"[1042,1037,1029,1680,886]"
6057,"[1742,990,1637,303,1547]"
6058,"[1087,618,208,724,1139]"
6059,"[372,1069,1700,470,620]"
6060,"[581,1775,1769,677,1695]"
6061,"[1026,1651,1018,1590,350]"
6062,"[921,1659,990,1014,1026]"
6063,"[1290,481,1863,1862,1867]"
6064,"[290,1026,1935,1916,288]"
6065,"[1906,1863,290,455,98]"
6066,"[1026,1909,1193,1752,921]"
6067,"[1923,1027,362,1037,1026]"
6068,"[411,677,412,618,990]"
6069,"[411,677,412,618,990]"
6070,"[1193,1042,886,1909,1026]"
6071,"[1026,1746,124,126,731]"
6072,"[1290,1046,212,921,1590]"
6073,"[618,868,1748,1148,219]"
6074,"[921,990,1014,1026,1008]"
6075,"[677,1915,618,1929,1659]"
